758,OGI School of Science & Engineering at OSHU
759,Oregon Health & Science University
760,Oregon Institute of Technology
761,Oregon State University
762,University of Oregon
763,Pacific University
764,Portland Community College
765,Portland State University
766,University of Portland
767,Reed College
768,Southern Oregon University
769,Willamette University
770,Western Oregon University
771,University of Western States
772,Bryn Athyn College of the New Church
773,Allegheny College (PA)
774,Arcadia University
775,Bloomsburg University of Pennsylvania
776,Bryn Mawr College
777,Bucknell University
778,California University of Pennsylvania
779,Carnegie Mellon University
780,Cheyney University of Pennsylvania
781,Clarion University of Pennsylvania - Clarion
782,Dickinson College
783,Drexel University
784,Duquesne University
785,East Stroudsburg University of Pennsylvania
786,Edinboro University of Pennsylvania
787,Elizabethtown College
788,Franklin & Marshall College
789,Gannon University
790,Gettysburg College
791,MCP Hahnemann University
792,Haverford College
793,Indiana University of Pennsylvania
794,Juniata College
795,King's College (PA)
796,Kutztown University of Pennsylvania
797,La Salle University
798,Lafayette College
799,Lehigh University
800,Lincoln University (PA)
801,Lycoming College
802,Marywood University
803,Mercyhurst University
804,Messiah University
805,Millersville University of Pennsylvania
806,Moravian College and Theological Seminary
807,Muhlenberg College
808,Salus University
809,Pennsylvania State University - Erie-Behrend College
810,Pennsylvania State University - Great Valley
811,Pennsylvania State University - Hershey Medical Ctr
812,Pennsylvania State University - Wilkes-Barre
813,Pennsylvania State University - Worthington Scranton
814,Pennsylvania State University - Lehigh Valley
815,Pennsylvania State University - Altoona
816,Pennsylvania State University - Beaver
817,Pennsylvania State University - Berks
818,Pennsylvania State University - Harrisburg
819,Pennsylvania State University - Brandywine
820,Pennsylvania State University - University Park
821,Pennsylvania State University - Greater Allegheny
822,Peirce College
823,University of Pennsylvania
824,Jefferson (Philadelphia U + Thomas Jefferson U)
825,Philadelphia College of Osteopathic Medicine
826,University of the Sciences
827,University of Pittsburgh - Bradford
828,University of Pittsburgh - Pittsburgh
829,Point Park University
830,Saint Francis University (PA)
831,Saint Joseph's University
832,Saint Vincent College
833,University of Scranton
834,Shippensburg University of Pennsylvania
835,Slippery Rock University of Pennsylvania
836,Susquehanna University
837,Swarthmore College
838,Temple University
839,Thiel College
840,Thomas Jefferson University
841,Ursinus College
842,Villanova University
843,Washington & Jefferson College
844,West Chester University of Pennsylvania
845,Westminster College (PA)
846,Widener University (Multiple campuses)
847,Wilkes University
848,Brown University
849,Bryant University
850,Providence College
851,Rhode Island College
852,University of Rhode Island
853,Rhode Island School of Design
854,Roger Williams University
855,Salve Regina University
856,Allen University
857,Benedict College
858,College of Charleston
859,Citadel Military College of South Carolina
860,Claflin University
861,Clemson University
862,Coker University
863,Converse College
864,Francis Marion University
865,Furman University
866,Medical University of South Carolina
867,Morris College
868,University of South Carolina - Aiken
869,University of South Carolina - Beaufort
870,University of South Carolina - Columbia
871,Coastal Carolina University
872,South Carolina State University
873,University of South Carolina - Upstate
874,Sherman College of Chiropractic
875,Voorhees College
876,Winthrop University
877,York Technical College
878,Augustana University (SD)
879,Black Hills State University
880,Dakota State University
881,Dakota Wesleyan University
882,Northern State University
883,Oglala Lakota College
884,South Dakota School of Mines and Technology
885,South Dakota State University
886,Sinte Gleska University
887,University of Sioux Falls
888,University of South Dakota
889,Austin Peay State University
890,Carson-Newman University
891,Christian Brothers University
892,East Tennessee State University
893,Fisk University
894,Knoxville College
895,Le Moyne-Owen College
896,Meharry Medical College
897,University of Memphis
898,Middle Tennessee State University
899,Rhodes College (TN)
900,University of the South
901,Southern College of Optometry
902,University of Tennessee - Chattanooga
903,University of Tennessee - Knoxville
904,University of Tennessee - Martin
905,Tennessee State University
906,Tennessee Technological University
907,Vanderbilt University
908,Abilene Christian University
909,Angelo State University
910,Austin College
911,Texas A&M Health Science Center
912,Baylor College of Dentistry
913,Baylor College of Medicine
914,Baylor University
915,Texas A&M University - Corpus Christi
916,University of Dallas
917,Texas A&M University - Texarkana
918,Texas A&M University - Commerce
919,Houston Baptist University
920,University of Houston - Clear Lake
921,University of Houston - Downtown
922,University of Houston - Victoria
923,University of Houston - University Park
924,University of the Incarnate Word
925,Jarvis Christian College
926,Lamar University
927,Texas A&M International University
928,LeTourneau University
929,Midwestern State University
930,University of North Texas
931,University of Texas - Rio Grande Valley
932,Texas Southmost College
933,Paul Quinn College
934,Prairie View A&M University
935,Rice University
936,Saint Edward's University
937,Sam Houston State University
938,St. Mary's University (TX)
939,Southern Methodist University
940,Southwestern University
941,Stephen F. Austin State University
942,Texas State University
943,Sul Ross State University
944,Tarleton State University
945,University of Texas SW Medical Center - Dallas
946,University of Texas Health Science Ctr - San Antonio
947,University of Texas Medical Branch - Galveston
948,Texas State Technical College (Multiple campuses)
949,Texas A&M University - Kingsville
950,Texas A&M University - Galveston
951,Texas A&M University - College Station
952,University of Texas - Arlington
953,University of Texas - Austin
954,University of Texas - Dallas
955,University of Texas - El Paso
956,University of Texas - Tyler
957,Texas Chiropractic College Foundation Inc.
958,Texas Christian University
959,University of North Texas Health Science Center
960,Texas Lutheran University
961,University of Texas - Permian Basin
962,University of Texas - San Antonio
963,Texas Southern University
964,Texas Tech University
965,Texas Wesleyan University
966,Texas Woman's University
967,Trinity University
968,University of Texas Health Science Center - Houston
969,Texas Tech University Health Sciences Center
970,University of Houston - System Administration
971,West Texas A&M University
972,Wiley College
973,Brigham Young University - Provo
974,Southern Utah University
975,Utah State University
976,Utah Valley University
977,University of Utah
978,Weber State University
979,Castleton University
980,Green Mountain College
981,Northern Vermont University
982,Middlebury College
983,Norwich University
984,Saint Michael's College
985,University of Vermont
986,College of William and Mary
987,Regent University
988,Christopher Newport University
989,Eastern Virginia Medical School
990,Eastern Mennonite University
991,Ferrum College
992,George Mason University
993,Hampden-Sydney College
994,Hampton University
995,Hollins University
996,Institute of Textile Technology
997,James Madison University
998,Liberty University
999,Longwood University
1000,University of Mary Washington
1001,Norfolk State University
1002,Old Dominion University
1003,Radford University
1004,University of Richmond
1005,Roanoke College
1006,Sweet Briar College
1007,University of Virginia - College at Wise
1008,Virginia Polytechnic Institute and State University
1009,Virginia Commonwealth University
1010,University of Virginia
1011,Virginia Military Institute
1012,Virginia State University
1013,Virginia Union University
1014,Washington and Lee University
1015,Central Washington University
1016,Eastern Washington University
1017,Evergreen State College
1018,Gonzaga University
1019,Grays Harbor College
1020,Heritage University (WA)
1021,Bastyr University
1022,Pacific Lutheran University
1023,University of Puget Sound
1024,Seattle Pacific University
1025,Seattle University
1026,Walla Walla University
1027,Washington State University - Pullman
1028,University of Washington - Seattle
1029,Western Washington University
1030,Whitman College
1031,Whitworth University
1032,Alderson Broaddus University
1033,Mountain State University
1034,Bluefield State College
1035,Concord University
1036,Fairmont State University
1037,Marshall University
1038,Salem University
1039,Shepherd University
1040,West Virginia School of Osteopathic Medicine
1041,West Virginia State University
1042,West Liberty University
1043,West Virginia Wesleyan College
1044,West Virginia University
1045,Wheeling University
1046,Alverno College
1047,Beloit College
1048,Carroll University (WI)
1049,Carthage College
1050,Concordia University - Wisconsin
1051,Institute of Paper Science and Technology
1052,Lawrence University
1053,Marquette University
1054,Medical College of Wisconsin
1055,Milwaukee Area Technical College
1056,Milwaukee School of Engineering
1057,Ripon College
1058,Saint Norbert College
1059,Waukesha County Technical College
1060,University of Wisconsin - Whitewater
1061,University of Wisconsin - Eau Claire
1062,University of Wisconsin - Green Bay
1063,University of Wisconsin - La Crosse
1064,University of Wisconsin - Oshkosh
1065,University of Wisconsin - Parkside
1066,University of Wisconsin - Stout
1067,University of Wisconsin - Superior
1068,University of Wisconsin - Madison
1069,University of Wisconsin - Milwaukee
1070,University of Wisconsin - Platteville
1071,University of Wisconsin - River Falls
1072,University of Wisconsin - Stevens Point
1073,University of Wyoming
1074,American Samoa Community College
1075,University of Guam
1076,Northern Marianas College
1077,Carlos Albizu University - San Juan
1078,Pontifical Catholic University of Puerto Rico - Ponce
1079,Universidad Ana G. Mendez - Cupey Campus
1080,Inter American University of Puerto Rico - Central Office
1081,Ponce Health Sciences University
1082,University of Puerto Rico - Aguadilla
1083,University of Puerto Rico - Cayey
1084,University of Puerto Rico - Humacao
1085,University of Puerto Rico - Mayaguez
1086,University of Puerto Rico - Medical Sciences
1087,University of Puerto Rico - Ponce
1088,University of Puerto Rico - Rio Piedras
1089,Universidad Ana G. Mendez - Carolina Campus
1090,Universidad Central del Caribe
1091,Polytechnic University of Puerto Rico
1092,Universidad Ana G. Mendez - Gurabo Campus
1093,University of the Virgin Islands
1094,Stanford University
1095,University of Connecticut - Health Center
1096,Purdue University - West Lafayette
1097,Parker University
1098,Antioch University - New England
1099,New College of Florida
1100,Mayo Clinic Graduate School of Biomedical Sciences
1101,California State University - San Marcos
1102,University of Washington - Bothell
1103,University of Washington - Tacoma
1104,Northwest Indian College
1105,University of Maryland Biotechnology Institute
1106,University of Maryland Center for Environmental Science
1107,Lake Erie College of Osteopathic Medicine
1108,Erikson Institute
1109,California State University - Monterey Bay
1110,College of Menominee Nation
1111,University of Texas MD Anderson Cancer Center
1112,Southwest College of Naturopathic Med & Health Sci
1113,National Defense University
1114,San Juan Bautista School of Medicine
1115,Naval War College
1116,Florida Gulf Coast University
1117,Louisiana State University Health Sciences Ctr - Shreveport
1118,Scripps Research Institute
1119,Cold Spring Harbor Laboratory
1120,Desert Research Institute
1121,Marine Corps University
1122,Sage Colleges System Office
1123,Keck Graduate Institute
1124,Nevada State College
1125,California State University - Channel Islands
1126,Franklin W. Olin College of Engineering
1127,Edward Via College of Osteopathic Medicine
1128,International Technological University
1129,Toyota Technological Institute at Chicago
1130,University of California - Merced
1131,Roseman University of Health Sciences
1132,Union Graduate College
1133,Georgia Gwinnett College
1134,University of South Florida - St. Petersburg
1135,University of South Florida - Sarasota-Manatee
1136,U. of South Florida Polytechnic
1137,Pacific Northwest University of Health Sciences
1138,Geisinger Commonwealth School of Medicine
1139,University of Minnesota - Rochester
